,bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
6652,1,0,Chogath,Khazix,Galio,Twitch,Lulu,Maokai,Zac,Ryze,KogMaw,Janna
6653,0,1,Maokai,Gragas,Syndra,Tristana,Rakan,Chogath,Sejuani,Galio,Vayne,Lulu
6654,0,1,Maokai,Sejuani,Taliyah,Tristana,Lulu,Chogath,JarvanIV,Yasuo,Varus,Janna
6655,1,0,Rumble,LeeSin,Galio,Tristana,Janna,Camille,Sejuani,Syndra,Varus,Lulu
6656,0,1,Chogath,Sejuani,Corki,Varus,Taric,Gnar,Gragas,Syndra,Tristana,Lulu
6657,1,0,Maokai,JarvanIV,Leblanc,Xayah,Janna,Chogath,Sejuani,Corki,Tristana,Lulu
6658,1,0,Chogath,Gragas,Corki,Tristana,Rakan,Shen,Sejuani,Syndra,Xayah,Taric
6659,0,1,Chogath,Gragas,Corki,Jinx,Lulu,Trundle,Sejuani,Orianna,KogMaw,Janna
6660,1,0,Rumble,Gragas,Galio,Twitch,Janna,Shen,JarvanIV,Vladimir,Tristana,Taric
6661,1,0,Shen,Gragas,Leblanc,Xayah,Janna,Renekton,Sejuani,Syndra,KogMaw,Nami
6662,1,0,Chogath,Gragas,Cassiopeia,Xayah,Thresh,Shen,JarvanIV,Ryze,Tristana,Rakan
6663,1,0,Rumble,Sejuani,Jayce,Caitlyn,Janna,Chogath,JarvanIV,Ryze,Twitch,Lulu
6664,0,1,Shen,JarvanIV,Orianna,Xayah,Lulu,Chogath,Gragas,Corki,Caitlyn,Janna
6665,1,0,Gnar,Sejuani,Cassiopeia,Twitch,Rakan,Yasuo,JarvanIV,Ryze,Xayah,Blitzcrank
6666,0,1,Chogath,Gragas,Cassiopeia,Tristana,Lulu,Renekton,Sejuani,Corki,KogMaw,Janna
6667,0,1,Maokai,RekSai,Cassiopeia,Varus,Janna,Chogath,Sejuani,Lucian,KogMaw,Lulu
6668,1,0,Chogath,Gragas,Orianna,Xayah,Taric,Jayce,Sejuani,Ryze,KogMaw,Karma
6669,0,1,Jax,JarvanIV,Syndra,Xayah,Thresh,Kennen,Sejuani,Malzahar,Tristana,Rakan
6670,0,1,Chogath,JarvanIV,Orianna,Varus,Lulu,Shen,Sejuani,Taliyah,Tristana,Taric
6671,1,0,Shen,Sejuani,Lissandra,Tristana,Taric,Trundle,Gragas,Taliyah,Varus,Rakan
6672,1,0,Jayce,Sejuani,Galio,Caitlyn,Trundle,Rumble,JarvanIV,Ryze,Tristana,Taric
6673,1,0,Gnar,Sejuani,Karma,Tristana,Blitzcrank,Chogath,JarvanIV,Corki,KogMaw,Taric
6674,0,1,Jayce,Gragas,Taliyah,Vayne,Lulu,JarvanIV,Ivern,Orianna,Tristana,Leona
6675,0,1,Chogath,Sejuani,Karma,Sivir,Alistar,Trundle,JarvanIV,Ryze,Tristana,Braum
6676,1,0,Jayce,JarvanIV,Taliyah,Tristana,TahmKench,Shen,Sejuani,Syndra,Varus,Thresh
6677,0,1,Trundle,Gragas,Taliyah,Sivir,Janna,Chogath,Sejuani,Ryze,Tristana,Soraka
6678,0,1,Chogath,Sejuani,Taliyah,Vayne,Janna,Maokai,JarvanIV,Syndra,Tristana,Soraka
6679,1,0,Gnar,Sejuani,Malzahar,Tristana,Karma,Chogath,JarvanIV,Galio,KogMaw,Morgana
6680,0,1,Gnar,Sejuani,Galio,Varus,Taric,Shen,JarvanIV,Corki,Twitch,Soraka
6681,1,0,Chogath,Gragas,Corki,KogMaw,Janna,Shen,JarvanIV,AurelionSol,Caitlyn,Lulu
6682,1,0,Singed,JarvanIV,Orianna,Tristana,Taric,Maokai,Sejuani,Corki,KogMaw,Karma
6683,0,1,Chogath,Maokai,Jayce,Caitlyn,Lulu,Singed,JarvanIV,Taliyah,Tristana,Janna
6684,0,1,Trundle,Sejuani,Orianna,Xayah,Taric,Chogath,JarvanIV,Taliyah,KogMaw,Rakan
6685,1,0,Gnar,Gragas,Galio,KogMaw,Janna,Shen,Sejuani,Orianna,Caitlyn,Lulu
6686,1,0,Shen,Sejuani,Malzahar,Twitch,Janna,Gangplank,Zac,Galio,Tristana,Blitzcrank
6687,1,0,Camille,Gragas,Galio,Varus,Leona,Gnar,Nocturne,Malzahar,Twitch,Rakan
6688,1,0,Maokai,Sejuani,Ryze,Vayne,Taric,Camille,Zac,Galio,Tristana,Lulu
6689,1,0,Gnar,Gragas,Galio,KogMaw,Lulu,Rumble,JarvanIV,Ryze,Twitch,Soraka
6690,0,1,Shen,LeeSin,Corki,Tristana,Taric,Gnar,JarvanIV,Galio,Caitlyn,Lulu
6691,1,0,Shen,Gragas,Kassadin,Xayah,Rakan,Kennen,JarvanIV,Taliyah,Tristana,Taric
6692,1,0,Gnar,Gragas,Malzahar,Varus,Janna,Rumble,JarvanIV,Galio,Twitch,Taric
6693,0,1,Chogath,JarvanIV,Orianna,Tristana,Karma,Shen,Gragas,Taliyah,Varus,Taric
6694,1,0,Gnar,LeeSin,Galio,Varus,Rakan,Kennen,JarvanIV,Taliyah,KogMaw,Taric
6695,1,0,Kennen,Zac,Malzahar,Xayah,Janna,Gnar,Gragas,Cassiopeia,Varus,Lulu
6696,1,0,Gnar,JarvanIV,Malzahar,Xayah,Janna,Yasuo,Gragas,Ryze,Varus,Lulu
6697,1,0,Chogath,Sejuani,Malzahar,Varus,Lulu,Trundle,Gragas,Karma,Tristana,Leona
6698,1,0,Cassiopeia,Gragas,Leblanc,Urgot,Nautilus,Gnar,RekSai,Chogath,Sivir,Thresh
6699,0,1,Gnar,Sejuani,Lulu,Sivir,Janna,Rumble,RekSai,Azir,Lucian,Thresh
6700,1,0,Hecarim,Sejuani,Cassiopeia,Urgot,Alistar,Gnar,JarvanIV,Karthus,Kalista,Thresh
6701,0,1,Vladimir,RekSai,Lulu,Lucian,Morgana,Maokai,Sejuani,Ziggs,Sivir,Thresh
6702,0,1,Hecarim,Sejuani,Cassiopeia,Urgot,Nautilus,Gnar,RekSai,Fizz,Sivir,Thresh
6703,1,0,Rumble,RekSai,Vladimir,Kalista,Annie,Gnar,Sejuani,Lulu,Tristana,Thresh
6704,1,0,Gnar,RekSai,TwistedFate,Jinx,Janna,Cassiopeia,Gragas,Diana,Sivir,Morgana
6705,1,0,Gnar,RekSai,Cassiopeia,Urgot,Alistar,Hecarim,Gragas,Ziggs,Kalista,Thresh
6706,1,0,Maokai,Gragas,Leblanc,Kalista,Thresh,Rumble,RekSai,Zed,Lucian,Annie
6707,0,1,Hecarim,Gragas,Chogath,Kalista,Thresh,Maokai,RekSai,Fizz,Urgot,Nautilus
6708,1,0,Gnar,RekSai,TwistedFate,Jinx,Thresh,Rumble,Sejuani,Diana,Sivir,Janna
6709,1,0,Rumble,Nunu,Lulu,Lucian,Alistar,Gnar,Sejuani,Cassiopeia,Sivir,Nautilus
6710,0,1,Sion,Sejuani,Urgot,Corki,Bard,DrMundo,RekSai,Azir,Kalista,Thresh
6711,1,0,Rumble,RekSai,Zed,Kalista,Thresh,Gnar,Sejuani,Lulu,Lucian,Bard
6712,0,1,Maokai,RekSai,Chogath,Sivir,Nautilus,Gnar,Gragas,Azir,Urgot,Thresh
6713,1,0,Maokai,RekSai,Ezreal,Corki,Thresh,Hecarim,Gragas,Leblanc,Sivir,Alistar
6714,1,0,Rumble,Gragas,Leblanc,Urgot,Annie,Gnar,RekSai,Ahri,Sivir,Thresh
6715,1,0,Maokai,RekSai,Azir,Ezreal,Alistar,Cassiopeia,Gragas,Zed,Sivir,Leona
6716,1,0,Hecarim,RekSai,Cassiopeia,Lucian,Leona,Rumble,Sejuani,Azir,Sivir,Alistar
6717,1,0,Gnar,Nunu,Cassiopeia,Urgot,Alistar,Rumble,Gragas,Ahri,Sivir,Nautilus
6718,1,0,Hecarim,Nautilus,Cassiopeia,Kalista,Thresh,Maokai,Sejuani,TwistedFate,Sivir,Leona
6719,0,1,Gnar,Gragas,Fizz,Lucian,Nautilus,Maokai,Sejuani,Kassadin,Sivir,Thresh
6720,1,0,Irelia,Gragas,TwistedFate,Urgot,Thresh,Gnar,RekSai,Fizz,Kalista,Annie
6721,1,0,Maokai,Gragas,Cassiopeia,Kalista,Annie,Gnar,Sejuani,Orianna,Urgot,Thresh
6722,1,0,Maokai,Gragas,Cassiopeia,Jinx,Annie,Rumble,RekSai,Orianna,Lucian,Leona
6723,0,1,Rumble,RekSai,Lulu,Sivir,Thresh,Maokai,Nunu,Azir,Jinx,Annie
6724,0,1,Maokai,Nunu,Azir,Corki,Annie,Gnar,Gragas,Kassadin,Ezreal,Alistar
6725,0,1,Gnar,Nunu,Leblanc,Urgot,Nautilus,Maokai,Evelynn,Morgana,Sivir,Alistar
6726,1,0,Poppy,Nidalee,Azir,Lucian,Alistar,Maokai,Graves,AurelionSol,Caitlyn,Braum
6727,0,1,Trundle,Kindred,Ryze,Lucian,Janna,Ekko,Graves,Azir,Kalista,Braum
6728,1,0,Ekko,Kindred,Ryze,Ezreal,Karma,Trundle,Gragas,Azir,Lucian,Poppy
6729,1,0,Poppy,Kindred,Lissandra,Caitlyn,Thresh,Ekko,Graves,Gangplank,Lucian,Braum
6730,0,1,Gragas,Graves,Ekko,Lucian,Braum,Poppy,Kindred,Ryze,Sivir,Alistar
6731,0,1,Fizz,Graves,Lissandra,Lucian,Poppy,Ekko,LeeSin,Ryze,Sivir,TahmKench
6732,1,0,Poppy,Kindred,Azir,Lucian,Soraka,Ekko,Graves,Ryze,Ezreal,Bard
6733,0,1,Poppy,Nidalee,Azir,Lucian,TahmKench,Maokai,Graves,Leblanc,Jhin,Alistar
6734,1,0,Maokai,LeeSin,Leblanc,Lucian,Alistar,Fizz,Graves,Lissandra,Ezreal,Braum
6735,1,0,Poppy,Kindred,Azir,Twitch,Thresh,Ekko,Graves,Ryze,Lucian,Trundle
6736,1,0,Poppy,Kindred,Leblanc,Lucian,Bard,Ekko,Graves,Lulu,Sivir,Braum
6737,0,1,Poppy,Nidalee,Azir,Lucian,Trundle,Ekko,Kindred,Ryze,Ezreal,Alistar
6738,0,1,Ekko,Nidalee,Zed,Lucian,Thresh,Poppy,Kindred,Ryze,Twitch,Braum
6739,1,0,Poppy,Nidalee,Azir,Lucian,Janna,Ekko,Kindred,Leblanc,Ezreal,Braum
6740,0,1,Ekko,Kindred,TwistedFate,Ezreal,Morgana,Poppy,Graves,Azir,Kalista,Bard
6741,1,0,Poppy,Elise,Azir,Ezreal,Alistar,Maokai,Graves,Ekko,Lucian,Braum
6742,1,0,Maokai,Kindred,Azir,Kalista,Soraka,Ekko,Graves,Leblanc,Lucian,Poppy
6743,0,1,Poppy,Nidalee,Azir,Lucian,Alistar,Ekko,Graves,Leblanc,Sivir,Braum
6744,1,0,Poppy,Graves,Ryze,Ezreal,Braum,Ekko,Kindred,Leblanc,Lucian,Soraka
6745,1,0,Poppy,Nidalee,Azir,Lucian,Alistar,Maokai,Graves,Ryze,Caitlyn,Morgana
6746,1,0,Ekko,Graves,Zilean,Sivir,Braum,Poppy,Kindred,AurelionSol,Kalista,Bard
6747,1,0,Ekko,Kindred,Leblanc,Ezreal,Alistar,Maokai,LeeSin,Azir,Lucian,Braum
6748,1,0,Poppy,Kindred,Azir,Kalista,Morgana,Ekko,Nidalee,Zed,Lucian,Thresh
6749,0,1,Maokai,Graves,Lissandra,Lucian,Thresh,Ekko,Kindred,Azir,Ezreal,Braum
6750,1,0,Ekko,Graves,Azir,Twitch,Braum,Maokai,Elise,Zed,Lucian,Thresh
6751,0,1,Poppy,Kindred,Karma,Ezreal,Bard,Ekko,Graves,Ryze,Lucian,Soraka
6752,1,0,Ekko,LeeSin,Ryze,Sivir,Soraka,Poppy,Graves,Azir,Kalista,Braum
6753,0,1,Ekko,Graves,Azir,Vayne,Janna,Maokai,LeeSin,Leblanc,Tristana,Braum
6754,0,1,Ekko,Kindred,Leblanc,Kalista,Bard,Maokai,Graves,Ryze,Lucian,Braum
6755,0,1,Ekko,LeeSin,Ryze,Sivir,Bard,Maokai,Graves,Lulu,Lucian,Trundle
6756,1,0,Trundle,Nidalee,Leblanc,Lucian,Braum,Poppy,Graves,Fizz,Sivir,Soraka
6757,0,1,Ryze,Kindred,Leblanc,Kalista,Braum,Poppy,Elise,Azir,Sivir,Soraka
6758,0,1,Poppy,Elise,Azir,Jhin,Leona,Ekko,Graves,Fizz,Sivir,Soraka
6759,0,1,Poppy,Graves,Azir,Tristana,Braum,Maokai,Kindred,Ryze,Ezreal,Karma
6760,1,0,Ekko,Kindred,Ryze,Kalista,Bard,Poppy,Elise,Azir,Sivir,Soraka
6761,0,1,Ekko,Graves,Azir,Caitlyn,Janna,Poppy,Kindred,Ryze,Ezreal,Karma
6762,1,0,Ekko,Graves,Ryze,Ezreal,Sona,Poppy,Kindred,Azir,Varus,Karma
6763,1,0,Poppy,Nidalee,Ryze,Ezreal,Sona,Ekko,Kindred,Azir,Sivir,Karma
6764,0,1,Poppy,Nidalee,Ekko,Lucian,Soraka,Trundle,Elise,Azir,Ezreal,Nami
6765,0,1,Poppy,Nidalee,Ekko,Lucian,Soraka,Trundle,Elise,Azir,Ezreal,Nami
6766,0,1,Maokai,Kindred,Cassiopeia,Caitlyn,Soraka,Poppy,Elise,Ryze,Lucian,Nami
6767,0,1,Renekton,LeeSin,Orianna,Ashe,Zyra,Galio,Graves,Syndra,Varus,MissFortune
6768,1,0,Kled,Elise,Taliyah,Ashe,Bard,Rumble,LeeSin,Ryze,Varus,Malzahar
6769,1,0,Gragas,Khazix,Ahri,Varus,Karma,Nautilus,Graves,Lulu,Twitch,Nami
6770,0,1,Gragas,Rengar,Leblanc,Varus,Lulu,Nautilus,Ivern,Ryze,Caitlyn,Karma
6771,1,0,Rumble,LeeSin,Ekko,Varus,Lulu,Jayce,Graves,Syndra,Ashe,Karma
6772,1,0,Kennen,LeeSin,Taliyah,Ezreal,Lulu,Jayce,Elise,Karma,Ashe,Nami
6773,1,0,Rumble,LeeSin,Orianna,Twitch,TahmKench,Shen,Khazix,Syndra,Varus,Braum
6774,0,1,Shen,Nunu,Leblanc,KogMaw,Lulu,Kled,Graves,Kassadin,Ashe,Malzahar
6775,1,0,Rumble,Graves,Ryze,Jhin,TahmKench,Fizz,LeeSin,Orianna,Varus,Braum
6776,0,1,Kennen,Graves,Taliyah,Ziggs,Bard,Jayce,Nunu,Fizz,KogMaw,Lulu
6777,0,1,Gragas,Rengar,Karma,Caitlyn,Lulu,Kennen,Ivern,Orianna,Twitch,Nami
6778,0,1,Gragas,LeeSin,Syndra,Lucian,Braum,Rumble,Elise,Jayce,Ashe,TahmKench
6779,1,0,Fiora,LeeSin,Fizz,KogMaw,Braum,Nautilus,Graves,Syndra,Twitch,TahmKench
6780,1,0,Gragas,Khazix,Lulu,Ashe,Zyra,Shen,Graves,Leblanc,Twitch,Nami
6781,1,0,Shen,Graves,Orianna,Twitch,TahmKench,Kled,LeeSin,Vladimir,Jhin,Zyra
6782,0,1,Kennen,Graves,Taliyah,Ziggs,Bard,Rumble,LeeSin,Orianna,Twitch,TahmKench
6783,1,0,Fizz,LeeSin,Taliyah,Caitlyn,Karma,Galio,Khazix,Ryze,Ashe,Lulu
6784,1,0,Gragas,LeeSin,Leblanc,Ashe,Malzahar,Shen,Elise,Ryze,Varus,TahmKench
6785,1,0,Renekton,LeeSin,Syndra,Caitlyn,Lulu,Nautilus,Graves,Leblanc,Varus,Karma
6786,1,0,Fizz,LeeSin,Syndra,Ashe,Karma,Rumble,Graves,Orianna,Varus,Nami
6787,0,1,Nautilus,Graves,Syndra,Ashe,Zyra,Galio,Khazix,Zed,Ziggs,Malzahar
6788,0,1,Kennen,Ivern,Syndra,Caitlyn,Karma,Galio,Graves,Fizz,Ashe,Sona
6789,0,1,Shen,Khazix,Ahri,Ashe,TahmKench,Kled,LeeSin,Fizz,KogMaw,Galio
6790,1,0,Galio,Olaf,Ahri,Twitch,Lulu,Shen,Khazix,Orianna,Kennen,Karma
6791,1,0,Shen,Graves,Ahri,Caitlyn,Karma,Galio,LeeSin,Syndra,Ashe,Zyra
6792,1,0,Fizz,Ivern,Taliyah,Caitlyn,Karma,Galio,Graves,Syndra,Jhin,Lulu
6793,0,1,Rumble,Ivern,Jayce,Varus,Zyra,Gragas,Nunu,Orianna,Caitlyn,Braum
6794,1,0,Nautilus,Graves,Leblanc,Ashe,Lulu,Galio,Khazix,Lissandra,Varus,Nami
6795,0,1,Galio,Graves,Orianna,Ezreal,TahmKench,Shen,Elise,Lucian,Ashe,Zyra
6796,1,0,Fizz,LeeSin,Taliyah,Ashe,Lulu,Shen,Graves,Ryze,Ezreal,Karma
6797,1,0,Shen,Ivern,Orianna,Caitlyn,Lulu,Nautilus,Graves,Leblanc,Ashe,Karma
6798,0,1,Shen,Graves,Leblanc,Varus,TahmKench,Fizz,Olaf,Cassiopeia,Twitch,Braum
6799,1,0,Rumble,Graves,Orianna,Twitch,Lulu,Galio,Ivern,Lucian,Ezreal,Karma
6800,0,1,Gragas,Ivern,Lucian,Caitlyn,Malzahar,Rumble,Olaf,Viktor,Ashe,Taric
6801,1,0,Galio,Olaf,Syndra,Varus,Karma,Rumble,LeeSin,Taliyah,Ashe,Thresh
6802,1,0,Shen,LeeSin,Jayce,KogMaw,Nami,Galio,Graves,Ahri,Caitlyn,Thresh
6803,1,0,Galio,Khazix,Syndra,Varus,Karma,Kled,LeeSin,Fizz,KogMaw,TahmKench
6804,1,0,Galio,LeeSin,Cassiopeia,Ashe,Zyra,Rumble,Ivern,Jayce,Caitlyn,TahmKench
6805,1,0,Gangplank,LeeSin,Syndra,KogMaw,Braum,Galio,Ivern,Ahri,Ashe,TahmKench
6806,1,0,Rumble,LeeSin,Ahri,Caitlyn,Zyra,Galio,Olaf,Orianna,Ashe,MissFortune
6807,0,1,Galio,LeeSin,Orianna,Kalista,Thresh,Rumble,Olaf,Leblanc,Twitch,TahmKench
6808,1,0,Lissandra,LeeSin,Leblanc,Corki,Nami,Rumble,JarvanIV,Kennen,Graves,Morgana
6809,1,0,Hecarim,RekSai,Diana,Lucian,Lulu,Gnar,Rengar,Xerath,Caitlyn,Janna
6810,1,0,Maokai,RekSai,Viktor,Corki,Janna,Gnar,Nidalee,Diana,Caitlyn,Annie
6811,0,1,Gnar,RekSai,Lissandra,Corki,Morgana,Maokai,JarvanIV,Zed,Caitlyn,Janna
6812,0,1,Gnar,Rengar,Leblanc,Corki,Lulu,Maokai,RekSai,Ezreal,KogMaw,Morgana
6813,0,1,JarvanIV,LeeSin,TwistedFate,Corki,Annie,Lulu,Nidalee,Ezreal,KogMaw,Nami
6814,0,1,Sion,JarvanIV,Diana,Graves,Morgana,Kennen,LeeSin,Zed,Corki,Lulu
6815,1,0,Maokai,Nidalee,Viktor,Sivir,Annie,DrMundo,RekSai,Xerath,Corki,Leona
6816,1,0,Hecarim,RekSai,Diana,Sivir,Janna,Morgana,Nidalee,TwistedFate,Graves,Thresh
6817,1,0,Sion,JarvanIV,Diana,Sivir,Janna,Hecarim,LeeSin,Viktor,Corki,Annie
6818,0,1,Maokai,LeeSin,Lissandra,Corki,Thresh,Irelia,Nidalee,Zed,Lucian,Nami
6819,0,1,Irelia,Rengar,Leblanc,Corki,Janna,Lissandra,LeeSin,Zed,Lucian,Lulu
6820,0,1,Sion,Nidalee,Ezreal,Corki,Nami,Lulu,Vi,Leblanc,Lucian,Annie
6821,1,0,Rumble,RekSai,Ezreal,Corki,Janna,Maokai,LeeSin,Leblanc,Kalista,Thresh
6822,1,0,Sion,JarvanIV,Ahri,Ezreal,Janna,Rumble,LeeSin,Yasuo,Corki,Nami
6823,1,0,Hecarim,RekSai,Ahri,Sivir,Morgana,Maokai,LeeSin,Leblanc,Corki,Janna
6824,0,1,Sion,JarvanIV,Ahri,Ezreal,Janna,Rumble,Vi,Leblanc,Sivir,Annie
6825,1,0,Rumble,RekSai,Lissandra,Sivir,Janna,Maokai,JarvanIV,Diana,Caitlyn,Leona
6826,0,1,Hecarim,JarvanIV,Ahri,Sivir,Janna,Maokai,Nidalee,Lissandra,Lucian,Annie
6827,1,0,Renekton,Gragas,Anivia,Jinx,TahmKench,Fiora,RekSai,Kassadin,Tristana,Alistar
6828,0,1,Olaf,RekSai,Viktor,Kalista,TahmKench,Gnar,Elise,Orianna,Tristana,Shen
6829,1,0,Fiora,Gragas,Ryze,Tristana,Morgana,Renekton,LeeSin,Orianna,Jinx,Thresh
6830,0,1,Gangplank,LeeSin,Kassadin,Tristana,Thresh,Riven,Gragas,Leblanc,Jinx,Alistar
6831,1,0,Rumble,Elise,Cassiopeia,Tristana,Braum,Renekton,Kindred,Orianna,Jinx,Alistar
6832,0,1,Ryze,Gragas,Lulu,Tristana,Thresh,Riven,Elise,Orianna,Kindred,Alistar
6833,0,1,Riven,RekSai,Lissandra,Kalista,Kennen,Jax,LeeSin,Azir,Ashe,Alistar
6834,1,0,Fizz,Gragas,Kindred,Kalista,Bard,Ryze,LeeSin,Leblanc,Ashe,Alistar
6835,0,1,Fiora,Gragas,Ekko,Tristana,TahmKench,Gangplank,Kindred,Kassadin,Sivir,Alistar
6836,1,0,Malphite,Elise,Orianna,Tristana,Shen,Riven,Kindred,Leblanc,Jinx,Alistar
6837,0,1,Fiora,LeeSin,Azir,Tristana,TahmKench,Vladimir,Elise,Orianna,Kindred,Alistar
6838,1,0,Fiora,Elise,Viktor,Tristana,Thresh,Hecarim,Nidalee,Lissandra,Lucian,Trundle
6839,1,0,Ryze,Nidalee,Viktor,Twitch,Braum,Trundle,RekSai,Orianna,MissFortune,Alistar
6840,0,1,Jax,RekSai,Viktor,Tristana,Thresh,Fiora,Nidalee,Kassadin,MissFortune,Alistar
6841,0,1,Fiora,RekSai,Anivia,Tristana,Trundle,Shen,DrMundo,Kassadin,Lucian,Alistar
6842,0,1,Malphite,Nidalee,Cassiopeia,Lucian,Alistar,Shen,LeeSin,Leblanc,Tristana,Trundle
6843,1,0,Rumble,LeeSin,Lulu,Tristana,Trundle,Shen,Nidalee,Anivia,MissFortune,Janna
6844,1,0,Sion,Nidalee,Lulu,MissFortune,Alistar,Ryze,Kindred,Viktor,Jinx,Braum
6845,1,0,Fiora,DrMundo,Viktor,Tristana,Braum,Sion,Nidalee,Azir,MissFortune,Morgana
6846,0,1,Malphite,Nidalee,Orianna,MissFortune,Trundle,Fiora,RekSai,Leblanc,Kalista,Alistar
6847,0,1,Rumble,RekSai,Viktor,Lucian,Alistar,Lissandra,DrMundo,Varus,Kalista,Shen
6848,0,1,Kassadin,RekSai,Ryze,Kalista,Alistar,Lissandra,Elise,Fizz,Tristana,Shen
6849,1,0,Lissandra,LeeSin,Ahri,Vayne,Alistar,DrMundo,RekSai,Kassadin,Sivir,Shen
6850,1,0,Ryze,RekSai,Viktor,MissFortune,Soraka,JarvanIV,Elise,Kassadin,Tristana,Alistar
6851,1,0,Ryze,RekSai,Varus,Tristana,Trundle,Fiora,Nidalee,Lulu,Lucian,Alistar
6852,0,1,Fiora,RekSai,Lulu,Vayne,Trundle,Lissandra,DrMundo,Varus,Tristana,Alistar
6853,0,1,Lissandra,RekSai,Kassadin,Sivir,Trundle,Nautilus,Nidalee,Cassiopeia,Tristana,Alistar
6854,1,0,Fiora,DrMundo,Ryze,Kalista,Alistar,Lulu,RekSai,Cassiopeia,Tristana,Trundle
6855,1,0,Nautilus,Graves,TwistedFate,Lucian,Bard,Fiora,Elise,Lissandra,Ezreal,Alistar
6856,0,1,Nautilus,Elise,Leblanc,KogMaw,Thresh,Trundle,Gragas,Corki,Ezreal,Braum
6857,0,1,Vladimir,Graves,Corki,Ezreal,Braum,Quinn,Nidalee,Lissandra,Lucian,Bard
6858,1,0,Nautilus,LeeSin,Leblanc,Ezreal,Janna,Poppy,Nidalee,Lissandra,Lucian,Thresh
6859,1,0,Trundle,Elise,TwistedFate,Kalista,Thresh,Fiora,LeeSin,Corki,Lucian,Braum
6860,0,1,Trundle,Elise,Talon,Lucian,Braum,Fiora,LeeSin,TwistedFate,Ezreal,Alistar
6861,0,1,Nautilus,Graves,Lux,Kalista,Bard,Fiora,LeeSin,Zilean,KogMaw,Alistar
6862,1,0,Quinn,Elise,Leblanc,Ezreal,Alistar,Fiora,Nidalee,Lux,Lucian,Bard
6863,1,0,Trundle,Nidalee,Lulu,Ezreal,Braum,Poppy,Gragas,Lux,Lucian,Thresh
6864,1,0,Nautilus,Ekko,Zed,Lucian,Braum,Graves,Gragas,Ahri,Kalista,Thresh
6865,1,0,Fiora,Gragas,Leblanc,Kalista,Bard,Poppy,Graves,Lissandra,Lucian,Alistar
6866,0,1,Rammus,Gragas,Corki,Lucian,Braum,Vladimir,Udyr,Lulu,Ezreal,Thresh
6867,0,1,Ekko,Elise,Pantheon,Kalista,Morgana,Rammus,Gragas,Quinn,Jhin,Thresh
6868,1,0,Rammus,LeeSin,Lulu,Jhin,Thresh,Vladimir,Gragas,Corki,Kalista,Alistar
6869,1,0,Fiora,LeeSin,Lissandra,Lucian,Braum,Nautilus,Gragas,Leblanc,Kalista,Alistar
6870,1,0,Nautilus,LeeSin,Quinn,Jhin,Thresh,Fiora,Gragas,Viktor,Corki,Alistar
6871,1,0,Nautilus,LeeSin,Zed,Jhin,Thresh,Fiora,RekSai,Leblanc,Ezreal,Alistar
6872,1,0,Trundle,Nidalee,Corki,Lucian,Braum,Nautilus,LeeSin,Leblanc,Ezreal,Alistar
6873,0,1,Fiora,LeeSin,TwistedFate,Kalista,Janna,Poppy,Gragas,Zed,Corki,Braum
6874,0,1,Poppy,Graves,Viktor,Kalista,Braum,Trundle,Gragas,Zed,Jhin,Alistar
6875,0,1,Nautilus,LeeSin,Lulu,Lucian,Braum,Poppy,Gragas,Ezreal,KogMaw,Alistar
6876,1,0,Nautilus,Elise,Lulu,Kalista,Thresh,Fiora,LeeSin,Corki,Ezreal,Alistar
6877,1,0,Poppy,Gragas,Corki,Ezreal,Braum,Trundle,LeeSin,Zed,KogMaw,Alistar
6878,0,1,Nautilus,LeeSin,Lissandra,KogMaw,Thresh,Poppy,Elise,Velkoz,Ezreal,Braum
6879,1,0,Nautilus,Nidalee,Zed,Lucian,Alistar,Graves,LeeSin,Corki,Kalista,Thresh
6880,1,0,Poppy,LeeSin,Viktor,Ezreal,TahmKench,Gangplank,Olaf,Orianna,Jhin,Braum
6881,0,1,Kennen,Olaf,Ryze,Caitlyn,Zyra,Poppy,LeeSin,Cassiopeia,Jhin,TahmKench
6882,0,1,Poppy,Elise,Orianna,Ezreal,TahmKench,Ekko,LeeSin,Viktor,Ashe,Karma
6883,1,0,Jayce,LeeSin,Viktor,Jhin,Braum,Kennen,Olaf,Orianna,Ashe,Karma
6884,1,0,Poppy,Olaf,Zilean,Ezreal,Zyra,Gangplank,LeeSin,Viktor,Jhin,MissFortune
6885,1,0,Kennen,Olaf,Orianna,Ashe,Bard,Ekko,LeeSin,Cassiopeia,Jhin,Zyra
6886,1,0,Kennen,Olaf,Kassadin,Ezreal,Bard,Ekko,LeeSin,Viktor,Jhin,Braum
6887,1,0,Gnar,Nidalee,Orianna,Varus,Zyra,Poppy,Elise,Viktor,Jhin,Karma
6888,0,1,Irelia,Nidalee,Viktor,Jhin,Braum,Ekko,LeeSin,AurelionSol,Ashe,TahmKench
6889,0,1,Kennen,Olaf,Orianna,Caitlyn,Bard,Poppy,Nidalee,Velkoz,Ashe,TahmKench
6890,0,1,Ekko,Olaf,Ryze,Ashe,Thresh,Gnar,RekSai,Cassiopeia,Jhin,Bard
6891,1,0,Poppy,RekSai,Orianna,Ashe,Thresh,Gnar,Nidalee,Velkoz,Jhin,Zyra
