id,	champion,	name,	description,	effect,	cost,	range
4,	50,	'Ravenous Flock',	'Swain inspires dread in his enemies by temporarily taking the form of a raven. During this time ravens strike out at up to 3 nearby enemies. Each raven deals damage and heals Swain for half of the damage dealt.',	'Toggle: Swain transforms into the form of a raven. During this time, up to 3 lesser ravens strike out at nearby enemies each second, prioritizing champions. Each raven deals 50/70/90 (+0.2) magic damage and heals Swain for 75% of the damage dealt against champions, and 25% against minions.The cost to sustain Ravenous Flock increases by 5/6/7 mana each second.',	'25 Initial Mana Cost Per Second',	0
5,	50,	'Carrion Renewal',	'Swain regenerates mana each time he kills a unit. This amount increases each level.',	'',	'',	0
1,	134,	'Dark Sphere',	'Syndra conjures a Dark Sphere dealing magic damage. The sphere remains and can be manipulated by her other powers.',	'Conjures a Dark Sphere dealing 70/110/150/190/230 (+0.6) magic damage. The sphere remains for 6 seconds and can be manipulated by Syndra's other abilities.',	'40/50/60/70/80 Mana',	800
2,	134,	'Force of Will',	'Syndra picks up and throws a Dark Sphere or enemy minion dealing magic damage and slowing the movement speed of enemies. ',	'First Cast: Grabs target Dark Sphere or enemy minion. If no target is selected, grabs nearest Dark Sphere.Second Cast: Throws the Dark Sphere or enemy minion. Enemies hit take 80/120/160/200/240 (+0.7) magic damage and are slowed by 25/30/35/40/45% for 0.0 seconds.',	'60/70/80/90/100 Mana',	925
3,	134,	'Scatter the Weak',	'Syndra knocks enemies and Dark Spheres back dealing magic damage. Enemies hit by Dark Spheres become stunned.',	'Knocks enemies and Dark Spheres back dealing 70/115/160/205/250 (+0.4) magic damage to them and any enemies they collide with.Dark Spheres that are knocked back stun all enemies in their path for 1.5 seconds.',	'50 Mana',	550
4,	134,	'Unleashed Power',	'Syndra bombards an enemy Champion with all of her Dark Spheres.',	'Draws upon Syndra's full cataclysmic power, harnessing all Dark Spheres to deal 90/135/180 (+0.2) magic damage per sphere (Minimum damage 270/405/540 (+0.6)) to an enemy Champion.',	'100 Mana',	675
5,	134,	'Transcendent',	'Spells gain extra effects at max rank.Dark Sphere: Deals 15% bonus damage to champions.Force of Will: Increases the slowing duration by 33%.Scatter the Weak: Spell width increased by 50%.Unleashed Power: Range increased by 75.',	'',	'',	0
1,	91,	'Noxian Diplomacy',	'Talon's next basic attack deals bonus physical damage. If the target is a champion, they will bleed, taking additional physical damage over a period of time and revealing their location for the duration.',	'Talon's next basic attack deals an additional 30/60/90/120/150 (+0.3) physical damage. If the target is a champion, the target will bleed for 10/20/30/40/50 (+1.2) physical damage over 6 seconds, revealing their location for the duration.',	'40/45/50/55/60 Mana',	0
2,	91,	'Rake',	'Talon sends out a volley of daggers that then return back to him, dealing physical damage every time it passes through an enemy. Additionally the enemy is slowed for a short duration.',	'Talon sends out a volley of daggers that then return back to him, dealing 30/55/80/105/130 (+0.6) physical damage every time it passes through an enemy. Additionally the enemy is slowed by 20/25/30/35/40% for 2 seconds.',	'60/65/70/75/80 Mana',	650
3,	91,	'Cutthroat',	'Talon instantly appears behind his target, silencing them and amplifying his damage against that target.',	'Talon instantly appears behind his target, silencing them for 1 second and amplifying Talon's damage against the target by 3/6/9/12/15% for 3 seconds.',	'35/40/45/50/55 Mana',	700
4,	91,	'Shadow Assault',	'Talon disperses a ring of blades and becomes invisible while gaining additional Movement Speed. When Talon emerges from invisibility, the blades converge on his location. Every time a blade passes through an enemy, they receive physical damage.',	'Talon disperses a ring of blades and becomes invisible for up to 2.5 seconds, gaining 40% Movement Speed. When Talon emerges from invisibility, the blades converge on his location. Every time a blade passes through an enemy, they receive 120/170/220 (+0.9) physical damage. ',	'80/90/100 Mana',	650
5,	91,	'Mercy',	'Talon deals 10% more damage with his basic attacks to any target that is slowed, stunned, immobilized, or suppressed.',	'',	'',	0
1,	44,	'Imbue',	'Taric brings forth earthen energy to heal an ally and himself. This heal is more potent when Taric heals only himself. Additionally,Taric's basic attacks reduce Imbue's cooldown.',	'Taric brings forth earthen energy to heal a target ally and himself for 60/100/140/180/220 (+0.6). If he targets himself, the heal increases by 40% restoring 84/140/196/252/308 (+0.84) health.Taric's basic attacks reduce Imbue's cooldown by 1 seconds (3 seconds if attacking an enemy champion).',	'80/95/110/125/140 Mana',	750
2,	44,	'Shatter',	'Taric is protected by a hardening aura, increasing the Armor of himself and nearby allied champions. He may choose to splinter the enchanted rocks surrounding him to deal damage and decrease the Armor of nearby enemies at the cost of some Armor for a short time.',	'Passive: Taric's gemstones increase his Armor by 10/15/20/25/30. Additionally, nearby allied champions gain 0.0 Armor (12% of Taric's Armor).Active: Taric shatters his armor, dealing 50/90/130/170/210 (+0.0) (+0.6) magic damage to nearby enemies and reducing their Armor by 10/15/20/25/30 for 4 seconds. Taric loses 10/15/20/25/30 Armor while Shatter is on cooldown.',	'50 Mana',	400
3,	44,	'Dazzle',	'Taric emits a brilliant ball of prismatic light from his gemmed shield, stunning his target and damaging them based on how close he is to them.',	'Taric fires a prismatic sphere at a target enemy, stunning them for 1.2/1.3/1.4/1.5/1.6 seconds and dealing between 40/70/100/130/160 (+0.4) and 80/140/200/260/320 (+0.8) magic damage. Dazzle's damage increases the closer Taric is to the target.',	'75 Mana',	625
4,	44,	'Radiance',	'Taric slams his hammer into the ground to deal damage to nearby enemies. For a time after, Taric's gems radiate energy empowering Taric and his allies with bonus Attack Damage and Ability Power.',	'Taric slams his hammer into the ground, dealing 150/250/350 (+0.7) magic damage to nearby enemies.For the next 10 seconds, Taric's gems radiate energy, granting him 30/50/70 Attack Damage and Ability Power and his nearby allies half of the bonuses.',	'100 Mana',	400
5,	44,	'Gemcraft',	'Taric loves to socket magical gems into all of his weapons, resulting in his basic attacks dealing bonus magic damage based on his maximum Mana.',	'',	'',	0
1,	17,	'Blinding Dart',	'Obscures an enemy's vision with a powerful venom, dealing damage to the target unit and blinding it for the duration.',	'Deals 80/125/170/215/260 (+0.8) magic damage and blinds the target for 1.5/1.75/2/2.25/2.5 seconds. ',	'70/80/90/100/110 Mana',	680
2,	17,	'Move Quick',	'Teemo scampers around, passively increasing his movement speed until he is struck by an enemy champion or turret.  Teemo can sprint to gain bonus movement speed that isn't stopped by being struck for a short time.',	'Passive: Teemo's Movement Speed is increased by 10/14/18/22/26% unless he has been damaged by an enemy champion or turret in the last 5 seconds.Active: Teemo sprints, gaining twice his normal bonus for 3 seconds. This bonus is not lost when struck.',	'40 Mana',	0
3,	17,	'Toxic Shot',	'Each of Teemo's attacks will poison the target, dealing damage on impact and each second after for 4 seconds.',	'Teemo's basic attacks poison their target, dealing 10/20/30/40/50 (+0.3) magical damage upon impact and 6/12/18/24/30 (+0.1) magical damage each second for 4 seconds.',	'Passive ',	680
4,	17,	'Noxious Trap',	'Teemo places an explosive poisonous trap using one of the mushrooms stored in his pack.  If an enemy steps on the trap it will release a poisonous cloud, slowing enemies and damaging them over time.',	'Uses a stored mushroom to place a trap that detonates if an enemy steps on it, spreading poison to nearby enemies that slows movement speed by 30/40/50% and deals 200/325/450 (+0.8) magic damage over 4 seconds. Traps last 10 minutes.Teemo forages for a mushroom every 35.0/31.0/27.0 seconds, but he is only big enough to carry 3 at once.',	'75/100/125 Mana',	230
5,	17,	'Camouflage',	'If Teemo stands still and takes no actions for a short duration, he becomes stealthed indefinitely.  After leaving stealth, Teemo gains the Element of Surprise, increasing his attack speed by 40% for 3 seconds.',	'',	'',	0
1,	412,	'Death Sentence',	'Thresh's attacks wind up, dealing more damage the longer he waits between attacks. When activated, Thresh binds an enemy in chains and pulls them toward him.  Activating this ability a second time pulls Thresh to the enemy.',	'Passive: Deal  0.0-0.0 magic damage on each hit that builds up when not attacking.This value is equal to total souls collected plus up to 80/110/140/170/200% of attack damage, based on the amount of time since his last attack.Active: Grab an enemy, then pull them to you or leap to them.  Throws out his scythe, dealing 80/110/140/170/200 (+0.5) magic damage to the first unit hit and pulling them toward him for 1.5 seconds. Reactivate this ability to pull Thresh to the bound enemy.',	'80 Mana',	1075
2,	412,	'Dark Passage',	'Thresh throws out a lantern that shields nearby allied Champions from damage.  Allies can click the lantern to dash to Thresh.',	'Create a shielding lantern that an ally can use to dash to you.  Throw the Lantern to a point. If an ally near the Lantern clicks it, they pick it up and Thresh pulls both back to him.Additionally, allies who come near it gain a shield lasting 4 seconds that absorbs up to 60/95/130/165/200 (+0.4) damage.  Allies can only receive the shield once per cast. ',	'50/55/60/65/70 Mana',	950
3,	412,	'Flay',	'Sweeps his chain, knocking all enemies hit in the direction of the blow.',	'Knock nearby enemies in the direction of your choice.  Deals 65/105/145/185/225 (+0.4) magic damage in a line beginning behind him.  Enemies hit are pushed in the direction of the swing, then slowed by 20/25/30/35/40% for 1.5 seconds.Cast forward to push; cast backward to pull.',	'60/65/70/75/80 Mana',	800
4,	412,	'The Box',	'A prison of walls that slow and deal damage if broken.',	'Trap enemies inside walls that slow and deal damage if broken. Creates a prison of spectral walls around himself.  Enemy Champions who walk through a wall suffer 250/400/550 (+1) magic damage and are slowed by 99% for 2 seconds, but break that wall.  Once one wall is broken, remaining walls deal half damage and apply half slow duration. An enemy cannot be affected by multiple walls simultaneously.',	'100 Mana',	450
5,	412,	'Damnation',	'Thresh can harvest the souls of enemies that die near him, permanently granting him armor and ability power.',	'',	'',	0
1,	18,	'Rapid Fire',	'Tristana fires her weapon rapidly, increasing her attack speed for a short time.',	'Increases Tristana's attack speed by 30/45/60/75/90% for 7 seconds.',	'50 Mana',	0
2,	18,	'Rocket Jump',	'Tristana fires at the ground to propel herself to a distant location, dealing damage and slowing surrounding units for 3 seconds where she lands.',	'Tristana fires at the ground to propel herself to target location, dealing 70/115/160/205/250 (+0.8) magic damage and slowing surrounding units by 60% for 2.5 seconds when she lands.On a champion kill or assist, Rocket Jump's cooldown resets.',	'80 Mana',	900
3,	18,	'Explosive Shot',	'When Tristana kills a unit, her cannonballs burst into shrapnel, dealing damage to surrounding enemies.  Can be activated to deal damage to target unit over time, and reduce healing received.',	'Passive: Enemies explode when slain by Tristana's basic attacks, dealing 50/75/100/125/150 (+0.25) magic damage to nearby enemies.Active: Rends target enemy, reducing healing and health regeneration by 50% and dealing 110/150/190/230/270 (+1) Magic Damage over 5 seconds.',	'50/60/70/80/90 Mana',	550
4,	18,	'Buster Shot',	'Tristana loads a massive cannonball into her weapon and fires it at an enemy unit. This deals magic damage and knocks the target back.',	'Tristana fires a massive cannonball at an enemy unit. This deals 300/400/500 (+1.5) magic damage and knocks surrounding units back 600/800/1000 distance.',	'100 Mana',	700
5,	18,	'Draw a Bead',	'Increases Tristana's attack range as she levels.',	'',	'',	0
1,	48,	'Rabid Bite',	'Trundle bites his opponent, dealing damage and sapping some of their attack damage.',	'Trundle bites his opponent instead of attacking for his next standard attack, dealing 30/45/60/75/90 (+0.8/0.9/1.0/1.1/1.2) physical damage.This attack increases Trundle's Attack Damage by 20/25/30/35/40 for 8 seconds, with his opponent losing half of this amount.',	'30 Mana',	0
2,	48,	'Contaminate',	'Trundle infects a target location with his curse, gaining attack speed, movement speed, and crowd control reduction while on it.',	'Trundle affects target location with his curse for 8 seconds, gaining 20/25/30/35/40% Movement Speed, 20/30/40/50/60% Attack Speed and 20/25/30/35/40% Crowd Control Reduction while on it.',	'60 Mana',	900
3,	48,	'Pillar of Filth',	'Trundle creates a plagued beacon at target location, becoming impassable terrain and slowing all nearby enemy units.',	'Trundle creates a plagued beacon at target location, becoming impassable terrain and slowing all nearby enemy units by 25/30/35/40/45%.',	'60 Mana',	1000
4,	48,	'Agony',	'Trundle immediately steals his target's health and a percent of their armor and magic resistance. Over the next 6 seconds the amount of health, armor, and magic resistance stolen is doubled.',	'Trundle immediately drains a target of 100/175/250 (+0.6) Health and 15/20/25% of their Armor and Magic Resist, and then drains them again for the total of these amounts over the next 6 seconds.Trundle gains these stats for himself while the target is being drained.',	'75 Mana',	650
5,	48,	'Decompose',	'Whenever an enemy unit near Trundle dies, he heals for a percent of their maximum health.',	'',	'',	0
1,	23,	'Bloodlust',	'Tryndamere thrives on the thrills of combat, increasing his Attack Damage as he is more and more wounded. He can cast Bloodlust to consume his Fury and heal himself.',	'Passive: Tryndamere thirsts for blood, gaining 5/10/15/20/25 Attack Damage plus 0.15/0.2/0.25/0.3/0.35 per 1% Health missing.Active: Tryndamere consumes his Fury, restoring 30/40/50/60/70 (+0.3) Health, plus 0.5/0.95/1.4/1.85/2.3  (+) Health per Fury consumed.',	'No Cost',	0
2,	23,	'Mocking Shout',	'Tryndamere lets out an insulting cry, decreasing surrounding champions' Attack Damage.  Enemies with their backs turned to Tryndamere also have their Movement Speed reduced.',	'Decreases surrounding champions' Attack Damage by 20/35/50/65/80 for 4 seconds, and enemies with their backs turned also have their Movement Speed reduced by 30/37.5/45/52.5/60%.',	'No Cost',	850
3,	23,	'Spinning Slash',	'Tryndamere slices toward a target unit, dealing damage to enemies in his path.',	'Tryndamere spins through his enemies, dealing 70/100/130/160/190 (+1.2) (+1) physical damage to enemies in his path.Spinning Slash's cooldown is reduced by 2 seconds whenever Tryndamere critically strikes.',	'No Cost',	650
4,	23,	'Undying Rage',	'Tryndamere's lust for battle becomes so strong that he is unable to die, no matter how wounded he becomes.',	'Tryndamere becomes completely immune to death for 5 seconds, refusing to be reduced below 1 Health and instantly gaining 50/75/100 Fury.',	'No Cost',	0
5,	23,	'Battle Fury',	'Tryndamere gains Fury for each attack, critical strike, and killing blow he makes. Fury passively increases his critical strike chance and can be consumed with his Bloodlust spell.',	'',	'',	0
1,	4,	'Wild Cards',	'Twisted Fate throws three cards, dealing damage to each enemy unit they pass through.',	'Throws three cards that deal 60/110/160/210/260 (+0.65) magic damage to each enemy unit they pass through.',	'60/70/80/90/100 Mana',	1450
2,	4,	'Pick A Card',	'Twisted Fate chooses a magic card from his deck, and uses that for his next attack, causing bonus effects.',	'Cast once to shuffle the deck and again to choose your card, enhancing your next attack.Blue Card deals 40/60/80/100/120 (+1) (+0.4) magic damage, restoring () mana (65% of the base damage and total AD, does not include AP).Red Card deals 30/45/60/75/90 (+1) (+0.4) magic damage to units around the target and slows their movement speeds by 30/35/40/45/50%.Gold Card deals 15/22.5/30/37.5/45 (+1) (+0.4) magic damage and stuns for 1/1.25/1.5/1.75/2 seconds.',	'40/55/70/85/100 Mana',	0
3,	4,	'Stacked Deck',	'Every 4 attacks, Twisted Fate deals bonus damage. In addition, his attack speed is increased and his cooldowns are decreased.',	'Passive: Every 4 attacks, Twisted Fate deals an additional 55/80/105/130/155 (+0.4) magic damage.In addition, his attack speed is increased by 3/6/9/12/15% and his cooldowns are decreased by 3/6/9/12/15%.',	'',	0
4,	4,	'Destiny',	'Twisted Fate predicts the fortunes of his foes, revealing all enemy champions and enabling the use of Gate, which teleports Twisted Fate to any target location.',	'Reveals all enemy champions (including stealthed champions) on the map for 6/8/10 seconds.While Destiny is active, Twisted Fate can teleport up to 5500 units away.',	'150/125/100 Mana',	5500
5,	4,	'Loaded Dice',	'Twisted Fate and his allies receive an additional 2 gold per kill.',	'',	'',	0
1,	29,	'Ambush',	'Twitch becomes invisible for a short duration, while invisible Twitch gains movement speed. When leaving invisibility twitch gains Attack Speed for a short duration.',	'After 1.25 seconds of not taking damage or after 3 seconds, Twitch turns invisible for 4/5/6/7/8 seconds.Twitch gains 20% Movement Speed while invisible and gains 30/40/50/60/70% Attack Speed for 5 seconds after coming out of invisibility.',	'60 Mana',	0
2,	29,	'Venom Cask',	'Twitch hurls a cask of venom that explodes in an area, slowing targets and applying deadly venom to the target.',	'Twitch hurls a cask of venom that explodes in an area adding 2 stacks of Deadly Venom and slowing targets by 25/30/35/40/45% for 3 seconds.',	'50 Mana',	950
3,	29,	'Expunge',	'All nearby enemies secrete Twitch's toxic venoms from their bodies, dealing damage for each stack.',	'Deals 40/50/60/70/80 physical damage plus 15/20/25/30/35 (+0.2) (+0.25) per stack of Deadly Venom to all nearby enemies affected by Deadly Venom.',	'50/60/70/80/90 Mana',	1200
4,	29,	'Spray and Pray',	'Twitch closes his eyes and fires his crossbow, rapidly spraying powerful piercing bolts ahead of him.',	'For 7 seconds Twitch gains 300 Attack Range, 20/28/36 Attack Damage and his basic attacks become piercing bolts that deal 20% less damage to subsequent targets down to a minimum of 40% damage.',	'100/125/150 Mana',	0
5,	29,	'Deadly Venom',	'Twitch's basic attacks infect the target, dealing true damage each second.',	'',	'',	0
1,	77,	'Tiger Stance',	'Tiger Stance: Activation - Udyr's next basic attack will deal a high amount of damage over 2 seconds, and Udyr's Attack Speed is increased for a few seconds. Persistent Effect - Udyr's Attack Speed is passively increased.',	'Persistent Effect: Increases Attack Speed by 20/25/30/35/40%.Activation: Increases Attack Speed by 15/20/25/30/35% and Udyr's next basic attack deals bonus 30/80/130/180/230 (+1.5) Magic Damage over 2 seconds.',	'47/44/41/38/35 Mana',	0
2,	77,	'Turtle Stance',	'Turtle Stance: Activation - Udyr gains a temporary shield that absorbs damage. Persistent Effect - Udyr restores an amount of his Health equivalent to a percentage of his damage dealt.',	'Persistent Effect: Restores 10/12/14/16/18% of damage dealt as Health.Activation: Gains a temporary shield that absorbs 60/100/140/180/220 (+0.5) damage.',	'47/44/41/38/35 Mana',	0
3,	77,	'Bear Stance',	'Bear Stance: Activation - Udyr increases Movement Speed for a short duration. Persistent Effect - Udyr's basic attacks stun his target for 1 second. This effect cannot occur on the same target for several seconds.',	'Persistent Effect: Basic attacks stun the target for 1 second. This effect cannot occur on the same target again for 6 seconds.Activation: Increases Movement Speed by 15/20/25/30/35% and ignores unit collision for 2/2.25/2.5/2.75/3 seconds.',	'47/44/41/38/35 Mana',	0
4,	77,	'Phoenix Stance',	'Phoenix Stance: Activation - Udyr unleashes pulsing waves of fire, dealing damage to nearby enemies for 5 seconds. Persistent Effect - With the first basic attack and every third attack after, Udyr engulfs enemies in front of him with flames.',	'Persistent Effect: Burns enemies in front of Udyr on his first basic attack and every third attack after, dealing 40/80/120/160/200 (+0.45) Magic Damage.Activation: Unleashes pulsing waves of fire, dealing 15/25/35/45/55 (+0.25) Magic Damage each second to nearby enemies for 5 seconds.',	'47/44/41/38/35 Mana',	325
5,	77,	'Monkey's Agility',	'Entering a stance grants Udyr 10% Attack Speed and 5 Movement Speed for a short duration. This effect can stack up to 3 times.',	'',	'',	0
1,	6,	'Acid Hunter',	'Urgot fires an Acid Hunter missile that collides with the first enemy it hits, slowing the target if he has his Terror Capacitor up. Acid Hunter missile-locks on enemies affected by Noxian Corrosive Charge.',	'Urgot fires a missile toward the cursor that deals 10/40/70/100/130 (+0.85) physical damage.Missile-lock can be achieved by holding the cursor over a target afflicted by Noxian Corrosive Charge.',	'40 Mana',	1000
2,	6,	'Terror Capacitor',	'Urgot charges up his capacitor to gain a shield. While the shield is active, Urgot gains slowing attacks.',	'Urgot charges up his terror capacitor to gain a shield that absorbs 80/130/180/230/280 (+0.8) damage for 7 seconds. While the shield is active, Urgot's attacks and missiles slow targets by 20/25/30/35/40%. ',	'55/60/65/70/75 Mana',	0
3,	6,	'Noxian Corrosive Charge',	'Urgot launches a corrosive charge that damages enemies in an area and reduces their armor.',	'Urgot launches a Corrosive Charge at a target location. Enemies afflicted by the charge have their armor reduced by 12/14/16/18/20% and take 75/130/185/240/295 (+0.6) physical damage over 5 seconds.Acid Hunter is able to missile-lock onto targets affected by Noxian Corrosive Charge.',	'50/55/60/65/70 Mana',	900
4,	6,	'Hyper-Kinetic Position Reverser',	'Urgot charges up his Hyper-Kinetic Position Reverser, swapping positions with the target.  His target is suppressed for the duration of the channel. He gains increased armor and magic resistance after the swap.',	'Urgot targets an enemy champion and channels his Hyper-Kinetic Position Reverser for 1 second, swapping locations with his target afterward. His target is suppressed for the duration of the channel.Urgot gains 60/90/120 armor and magic resist during and after the channel, and his target is slowed by 40% for 3 seconds after being swapped.',	'120 Mana',	550
5,	6,	'Zaun-Touched Bolt Augmenter',	'Urgot's basic attacks reduce his targets' damage by 15% for 2.5 seconds.',	'',	'',	0
1,	110,	'Piercing Arrow',	'Varus readies and then fires a powerful shot that gains extra range and damage the longer he spends preparing to fire.',	'First Cast: Varus starts drawing back his next shot, gradually increasing its range and damage.Second Cast: Varus fires, dealing 10/43/77/110/143 (+1.0) to 15/65/115/165/215 (+1.6) physical damage, reduced by 15% per enemy hit (minimum 33%).While preparing to shoot Varus' Movement Speed is slowed by 20%. After 4 seconds, Piercing Arrow fails but refunds half its mana cost.',	'70/75/80/85/90 Mana',	925
2,	110,	'Blighted Quiver',	'Varus' basic attacks deal bonus magic damage and apply Blight. Varus' other abilities detonate Blight, dealing magic damage based on the target's maximum health.',	' Passive: Varus' basic attacks deal 10/14/18/22/26 (+0.25) bonus magic damage and apply Blight for 6 seconds (stacks 3 times). Varus' other abilities detonate Blight, dealing magic damage equal to 2/2.75/3.5/4.25/5% (+0.02%) of the target's maximum Health per stack (Max: 360 total damage vs Monsters).',	'',	0
3,	110,	'Hail of Arrows',	'Varus fires a hail of arrows that deal physical damage and desecrate the ground. Desecrated ground slows enemies' Movement Speed and reduces their healing and regeneration. ',	' Varus fires a hail of arrows that deals 65/105/145/185/225 (+0.6) physical damage and desecrates the ground for 4 seconds.Desecrated Ground slows enemy Movement Speed by 25/30/35/40/45% and reduces healing effects by 50%.',	'80 Mana ',	925
4,	110,	'Chain of Corruption',	'Varus flings out a damaging tendril of corruption that immobilizes the first enemy champion hit and then spreads towards nearby uninfected champions, immobilizing them too on contact. ',	' Varus flings out a tendril of corruption that deals 150/250/350 (+1) magic damage and immobilizes the first enemy champion hit for 2 seconds.The corruption then spreads towards nearby uninfected enemy champions, applying the same damage and immobilize if it reaches them.',	'120 Mana',	1100
5,	110,	'Living Vengeance',	'On kill or assist, Varus temporarily gains Attack Speed. This bonus is larger if the enemy is a champion.',	'',	'',	0
1,	67,	'Tumble',	'Vayne tumbles, maneuvering to carefully place her next shot.  Her next attack deals bonus damage.',	'Rolls a short distance. The next basic attack within 6 seconds deals 0.3/0.35/0.4/0.45/0.5 bonus physical damage, equal to 30/35/40/45/50% of total Attack Damage.',	'30 Mana',	300
2,	67,	'Silver Bolts',	'Vayne tips her bolts with a rare metal, toxic to evil things.  The third consecutive attack or ability against the same target deals a percentage of the target's maximum Health as bonus true damage. (Max: 200 damage vs. Monsters)',	'Every third consecutive attack or ability against an enemy deals an additional 20/30/40/50/60 plus 4/5/6/7/8% of the enemy's maximum Health as true damage. (Max: 200 damage vs. Monsters)',	'Passive ',	0
3,	67,	'Condemn',	'Vayne draws a heavy crossbow from her back, and fires a huge bolt at her target, dealing damage and knocking them back.  If they collide with terrain, they are impaled, dealing bonus damage and stunning them.',	'Fires a bolt that deals 45/80/115/150/185 (+0.5) physical damage and knocks the enemy back. Enemies that collide with terrain take 45/80/115/150/185 (+0.5) additional physical damage and are stunned for 1.5 seconds.',	'90 Mana',	575
4,	67,	'Final Hour',	'Readying herself for an epic confrontation, Vayne gains increased Attack Damage, invisibility during Tumble, and triple the bonus Movement Speed from Night Hunter.',	'Gains 25/40/55 Bonus Attack Damage for 8/10/12 seconds. While active, Tumble grants invisibility for 1 second, and Night Hunter's bonus Movement Speed is increased to 90.',	'80 Mana',	0
5,	67,	'Night Hunter',	'Vayne ruthlessly hunts evil-doers.  She gains 30 Movement Speed when moving toward nearby enemy champions.',	'',	'',	0
1,	45,	'Baleful Strike',	'Unleashes dark energy at target enemy, dealing magic damage. If a unit is killed, Veigar gains some Ability Power permanently.',	'Active: Unleashes dark energy at target enemy, dealing 80/125/170/215/260 (+0.6) magic damage. If the target is killed, Veigar gains 1 Ability Power. This bonus is doubled against Champions, large minions and large monsters.Passive: Veigar gains 1/2/3/4/5 Ability Power when he kills a champion from any source of damage.Ability Power bonus: +1.0',	'60/65/70/75/80 Mana',	650
2,	45,	'Dark Matter',	'Veigar calls a great mass of dark matter to fall from the sky to the target location, dealing magic damage when it lands.',	'After 1.2 seconds, dark matter falls from the sky to the target location, dealing 120/170/220/270/320 (+1) magic damage.',	'70/80/90/100/110 Mana',	900
3,	45,	'Event Horizon',	'Veigar twists the edges of space around the target location for 3 seconds, stunning enemies who pass through the perimeter for a short duration.',	'Veigar twists the edges of space around the target location for 3 seconds, stunning enemies who pass through the perimeter for 1.5/1.75/2/2.25/2.5 seconds.',	'80/90/100/110/120 Mana',	600
4,	45,	'Primordial Burst',	'Blasts target enemy champion, dealing a large base amount of magic damage plus 80% of his target's AP.',	'Blasts an enemy champion, dealing 250/375/500 (+1.2) plus 80% of his target's Ability Power in magic damage.',	'125/175/225 Mana',	650
5,	45,	'Equilibrium',	'Veigar's mana regen is increased by 1% for each 1% of mana missing.',	'',	'',	0
1,	254,	'Vault Breaker',	'Vi charges her gauntlets and unleashes a vault shattering punch, carrying her forward.  Enemies she hits are knocked back and receive a stack of denting blows.',	'Charges a powerful punch that carries Vi forward.First Cast: Slows Movement Speed by 15% while increasing damage and dash range over 1.25 seconds.Second Cast: Dashes forward dealing 50/80/110/140/170 (+0.7) to 100/160/220/280/340 (+) physical damage and applying Denting Blows to all enemies hit (deals 75% damage to minions and monsters). Stops upon colliding with an enemy champion, knocking it back.',	'50/60/70/80/90 Mana',	250
2,	254,	'Denting Blows',	'Vi's punches break her opponent's armor, dealing bonus damage and granting her attack speed.',	'Every 3rd attack on the same target deals an additional 4/5.5/7/8.5/10% (+%) of the target's maximum Health as physical damage, reduces its Armor by 20% and grants Vi 30/35/40/45/50% Attack Speed for 4 seconds (max 300 damage vs. minions and monsters).',	'Passive',	0
3,	254,	'Excessive Force',	'Vi's next attack blasts through her target, dealing damage to enemies behind it.',	'Causes next basic attack to deal 5/20/35/50/65 (+) (+0.7) physical damage to the target and enemies behind it.Vi charges a new punch every  seconds and can hold 2 charges at once.',	'60 Mana',	0
4,	254,	'Assault and Battery',	'Vi runs down an enemy, knocking aside anyone in the way.  When she reaches her target she knocks it into the air, jumps after it, and slams it back into the ground.',	'Targets an enemy champion and chases it down, knocking it up for 1.25 seconds, dealing 200/325/450 (+1.4) physical damage.While charging you are immune to crowd control and will knock aside enemies in the way, dealing 75% damage to them.',	'100/125/150 Mana',	800
5,	254,	'Blast Shield',	'Vi charges a shield over time.  The shield can be activated by hitting an enemy with an ability.',	'',	'',	0
1,	112,	'Power Transfer',	'Viktor blasts an enemy unit dealing magic damage, returning a portion of the damage dealt as a shield.',	'Viktor blasts an enemy unit for 80/125/170/215/260 (+0.65) magic damage, returning 32/50/68/86/104 (+0.26) as a shield.',	'45/50/55/60/65 Mana',	600
2,	112,	'Gravity Field',	'Viktor conjures a heavy gravitational field that slows any target in its radius. If enemies stay too long within the radius of the device, it gets stunned.',	'Viktor conjures a gravitational imprisonment device, slowing all enemies by 28/32/36/40/44% of their Movement Speed and stacks every 0.5 seconds. At 3 stacks the target will be stunned for 1.5 seconds.',	'65 Mana',	625
3,	112,	'Death Ray',	'Viktor uses his robotic arm to fire a chaos beam that cuts across the field in a line, dealing damage to any opponents struck in its path.',	'Viktor uses his robotic arm to fire a chaos beam that cuts across the field in a line, dealing 70/115/160/205/250 (+0.7) magic damage to every enemy in its path.',	'70/80/90/100/110 Mana',	540
4,	112,	'Chaos Storm',	'Viktor conjures a singularity on the field which deals magic damage and briefly silences enemies. The singularity then does magic damage to all nearby enemies every second. Viktor can redirect the singularity.',	'Viktor conjures a singularity at the target location, dealing 150/250/350 (+0.55) magic damage and silencing enemies in the area for 0.5 seconds.As it churns, it deals 40/60/80 (+0.24) magic damage every second to nearby enemies for 7 seconds. The storm moves faster the closer it is to Viktor.Activating this ability again while the singularity is active will redirect it.',	'125/175/225 Mana',	700
5,	112,	'Evolving Technology',	'Viktor starts with a Hex Core that provides him with stats and can be upgraded in the store to augment one of his abilities. The Hex Core can only be upgraded once, and cannot be sold back to the store.',	'',	'',	0
